Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
10.02.1999,21.25,52.2983016968,94,-3.238,-8.048,0.575065656,1.5289990872,0.9660465863,5.714442
11.02.1999,21.25,52.2983016968,94,-4.349,-9.449,0.6694794648,3.7716853487,0.9569209319,4.29699528
12.02.1999,21.25,52.2983016968,94,-4.735,-10.555,3.2375349072,5.9683044744,0.9265915327,4.47007716
13.02.1999,21.25,52.2983016968,94,-1.041,-4.654,4.130174232,5.8074078128,0.9701662811,4.9110732
14.02.1999,21.25,52.2983016968,94,-1.473,-4.004,1.556969328,2.3692961717,0.9794620899,3.7871424
15.02.1999,21.25,52.2983016968,94,-1.602,-3.974,1.217078928,3.3258098462,0.979477339,3.91044168
16.02.1999,21.25,52.2983016968,94,0.284,-4.348,6.396103224,5.3863775851,0.9791207062,2.0403
17.02.1999,21.25,52.2983016968,94,0.289,-4.355,4.555889136,5.1096132279,0.9761268864,4.75858116
18.02.1999,21.25,52.2983016968,94,-1.62,-4.138,1.081467036,2.8484063481,0.9769208434,5.42306916
19.02.1999,21.25,52.2983016968,94,-0.426,-4.423,1.1501313624,2.745792718,0.9776170683,5.35409784
20.02.1999,21.25,52.2983016968,94,0.389,-3.165,5.149841652,4.21247515,0.9908420429,2.43112437
21.02.1999,21.25,52.2983016968,94,0.525,0.062,2.85644556,3.5994325862,0.9965532564,3.28938516
22.02.1999,21.25,52.2983016968,94,0.727,-0.916,7.7316318864,4.1826528857,0.9909635693,2.11173759
23.02.1999,21.25,52.2983016968,94,0.691,-0.46,2.51998866,3.6221750821,0.9811920919,5.92014339
24.02.1999,21.25,52.2983016968,94,0.011,-2.581,3.67355448,6.192800747,0.956402619,4.48655832
25.02.1999,21.25,52.2983016968,94,0.027,-2.336,6.33258648,6.5103835123,0.9664730175,3.98430342
26.02.1999,21.25,52.2983016968,94,0.889,0.18,4.868316,5.2375915398,0.9907205757,2.7607491
27.02.1999,21.25,52.2983016968,94,2.392,0.749,1.86424182,3.13670685,0.9967977403,2.76598089
28.02.1999,21.25,52.2983016968,94,4.451,0.449,1.393890012,3.3056195823,0.9882982914,2.94766758
01.03.1999,21.25,52.2983016968,94,3.897,0.736,8.79592716,4.900939236,0.9871630037,2.6784567
02.03.1999,21.25,52.2983016968,94,3.876,1.09,5.24597256,5.5400890708,0.9443562543,2.60493732
03.03.1999,21.25,52.2983016968,94,7.161,-0.689,2.5474545648,3.3044616976,0.9856904421,1.631475
04.03.1999,21.25,52.2983016968,94,9.493,5.266,1.361276136,3.7120717842,0.9663143167,2.75169312
05.03.1999,21.25,52.2983016968,94,11.026,5.602,3.565403892,4.3480635187,0.965358478,2.64138669
06.03.1999,21.25,52.2983016968,94,8.156,2.768,6.437300904,4.20500724,0.9158224369,3.13306812
07.03.1999,21.25,52.2983016968,94,5.458,0.83,0.6531721344,3.3324491197,0.9341794095,5.422559328
08.03.1999,21.25,52.2983016968,94,7.464,3.811,1.6685487144,3.8529444288,0.8533410939,7.16388768
09.03.1999,21.25,52.2983016968,94,6.689,-0.004,0.1373290632,3.025960491,0.8448063201,8.376187968
10.03.1999,21.25,52.2983016968,94,6.473,2.043,0.6402976776,1.8789008291,0.8544237903,5.95760724
11.03.1999,21.25,52.2983016968,94,3.848,-2.473,20.71266336,4.0740944325,0.9818026007,2.36261421
12.03.1999,21.25,52.2983016968,94,1.542,-2.694,0.999070164,4.2638595937,0.7803335319,7.630932168
13.03.1999,21.25,52.2983016968,94,1.795,-1.534,0.4892348808,2.8867935999,0.7493383536,9.699183288
14.03.1999,21.25,52.2983016968,94,2.43,-1.136,0.3587723784,2.0573213368,0.7803614011,7.977764232
15.03.1999,21.25,52.2983016968,94,1.769,-1.581,0.3261566592,3.1999901381,0.7404329254,7.972263
16.03.1999,21.25,52.2983016968,94,2.899,-1.034,0.357055632,3.5277669907,0.7742696647,8.8854795
17.03.1999,21.25,52.2983016968,94,4.621,-2.039,0.230026248,2.6336758479,0.781608464,12.046898232
18.03.1999,21.25,52.2983016968,94,5.952,-2.846,0,1.9684089769,0.7667315964,15.88674825
19.03.1999,21.25,52.2983016968,94,7.107,-2.141,0,2.5971386115,0.7142463037,16.37032185
20.03.1999,21.25,52.2983016968,94,8.141,-1.363,0.21800988,2.1030753392,0.6927110372,16.4555973
21.03.1999,21.25,52.2983016968,94,4.935,0.629,1.726913628,2.5849733408,0.8657719918,8.771459832
22.03.1999,21.25,52.2983016968,94,8.676,-1.605,0.4068377136,2.4468057012,0.8303186805,12.08632806
23.03.1999,21.25,52.2983016968,94,6.558,3.062,2.763748476,3.5317007134,0.8839471513,4.252274442
24.03.1999,21.25,52.2983016968,94,4.09,-0.034,1.81274418,4.2433351273,0.836058417,7.3416924
25.03.1999,21.25,52.2983016968,94,14.563,1.201,0.3862381104,3.603270695,0.7738895105,14.756627268
26.03.1999,21.25,52.2983016968,94,17.403,5.671,0.0308990664,4.8763667261,0.7247012931,17.18561394
27.03.1999,21.25,52.2983016968,94,18.656,8.411,3.5139046176,3.7581085949,0.7982972049,15.40828026
28.03.1999,21.25,52.2983016968,94,16,7.501,0.3398892624,2.7465929918,0.8583461288,11.685097332
29.03.1999,21.25,52.2983016968,94,15.331,8.264,0.518417928,2.3794520279,0.7737430706,13.516713882
30.03.1999,21.25,52.2983016968,94,14.274,6.943,0.058364856,2.5562791374,0.7898901765,12.596517
31.03.1999,21.25,52.2983016968,94,16.057,4.826,0,2.3418412517,0.7663723865,17.492399568
01.04.1999,21.25,52.2983016968,94,16.457,5.049,0,3.0073197746,0.6837014374,19.5748866
02.04.1999,21.25,52.2983016968,94,16.377,6.157,0.0343322856,3.5247444991,0.6447688137,16.7542308
03.04.1999,21.25,52.2983016968,94,14.42,4.771,0.3021240168,2.417348264,0.8226519878,9.389137212
04.04.1999,21.25,52.2983016968,94,16.86,1.344,0.303840648,2.198967216,0.6759902216,19.645204032
05.04.1999,21.25,52.2983016968,94,15.112,5.601,0.151062012,2.2767712883,0.6698375663,18.673480728
06.04.1999,21.25,52.2983016968,94,12.81,4.786,2.38952664,3.8253991705,0.9004157387,7.6073121
07.04.1999,21.25,52.2983016968,94,13.339,9.016,1.3252258224,3.8266323171,0.8435731821,5.97054672
08.04.1999,21.25,52.2983016968,94,11.139,5.07,0.3278733624,2.8843253609,0.802534596,6.029998632
09.04.1999,21.25,52.2983016968,94,13.69,5.33,0.460052568,3.2295891673,0.7842786784,13.929418656
10.04.1999,21.25,52.2983016968,94,11.484,6.081,1.3046269104,3.3067544597,0.9084057952,3.356100792
11.04.1999,21.25,52.2983016968,94,13.371,9.157,6.30169164,2.3575053055,0.9137588464,4.973736492
12.04.1999,21.25,52.2983016968,94,10.278,5.169,1.8419271984,3.719587557,0.7116856648,11.59346304
13.04.1999,21.25,52.2983016968,94,17.048,7.265,4.143904524,3.1314008723,0.7078270866,16.385403672
14.04.1999,21.25,52.2983016968,94,12.323,4.24,1.908876348,3.5964506948,0.7237838642,13.977452178
15.04.1999,21.25,52.2983016968,94,18.348,3.745,0.102996756,5.6556821554,0.5304449009,18.68838804
16.04.1999,21.25,52.2983016968,94,19.559,11.801,1.1226654648,3.7180297632,0.6440422158,13.231636722
17.04.1999,21.25,52.2983016968,94,14.586,4.737,18.53427888,5.7650466043,0.87414495,3.322348218
18.04.1999,21.25,52.2983016968,94,8.909,2.928,3.7696818384,4.3275375306,0.7587053626,9.609469128
19.04.1999,21.25,52.2983016968,94,4.942,1.576,14.95170972,4.2634592406,0.9009185712,2.97146268
20.04.1999,21.25,52.2983016968,94,3.578,1.091,32.6894832,5.0288339435,0.983263289,1.930837806
21.04.1999,21.25,52.2983016968,94,9.06,2.376,3.302766324,4.0060001078,0.9377166151,12.65360778
22.04.1999,21.25,52.2983016968,94,9.728,5.434,6.00128568,3.641789087,0.9449979109,4.78180944
23.04.1999,21.25,52.2983016968,94,16.508,7.143,2.1938322744,1.8048063554,0.9181424178,14.352416478
24.04.1999,21.25,52.2983016968,94,17.759,8.158,3.62548962,2.8711046673,0.8693027936,14.970487752
25.04.1999,21.25,52.2983016968,94,12.999,8.487,4.2263028288,2.9386509133,0.9127340614,9.57313116
26.04.1999,21.25,52.2983016968,94,17.654,7.727,7.347106116,3.1256101839,0.9014087681,11.653032672
27.04.1999,21.25,52.2983016968,94,17.12,11.066,7.1720108784,3.070743944,0.876869472,16.70338098
28.04.1999,21.25,52.2983016968,94,18.597,11.147,5.05714248,1.6399354165,0.8901552405,15.023246328
29.04.1999,21.25,52.2983016968,94,14.069,4.928,0.98190324,4.2350729254,0.8412917379,10.41558813
30.04.1999,21.25,52.2983016968,94,13.16,0.817,0,2.7698702588,0.6567422951,25.88850036
01.05.1999,21.25,52.2983016968,94,15.857,6.489,0.1029968424,3.8573179567,0.7232436471,18.57267558
02.05.1999,21.25,52.2983016968,94,14.078,4.49,0,2.6698936245,0.6281768944,25.27059312
03.05.1999,21.25,52.2983016968,94,15.716,2.305,0,1.257916972,0.5549745082,25.726224312
04.05.1999,21.25,52.2983016968,94,13.491,3.3,0.3278733624,3.3913731548,0.5896583909,26.408244312
05.05.1999,21.25,52.2983016968,94,12.888,0.861,0,3.1117866689,0.5433800488,26.727978312
06.05.1999,21.25,52.2983016968,94,13.781,0.616,0,1.5909467694,0.5259002031,26.927210448
07.05.1999,21.25,52.2983016968,94,16.015,0.822,0,1.536417093,0.505080362,27.055234962
08.05.1999,21.25,52.2983016968,94,16.782,5.143,0.1579286664,1.2677566986,0.6186461465,16.226944632
09.05.1999,21.25,52.2983016968,94,12.3,4.946,20.51010144,2.396033357,0.9291888414,6.293194938
10.05.1999,21.25,52.2983016968,94,20.615,6.063,0.269508708,2.8491024103,0.757170322,18.072166518
11.05.1999,21.25,52.2983016968,94,15.845,7.623,6.7274082,5.0504597524,0.8115411208,17.11642743
12.05.1999,21.25,52.2983016968,94,13.873,3.882,0.0480651984,2.1941778475,0.6810863129,17.42996439
13.05.1999,21.25,52.2983016968,94,13.029,5.429,11.4223437864,2.8808300818,0.8604333565,6.240206448
14.05.1999,21.25,52.2983016968,94,15.149,6.409,3.119088708,1.6928219752,0.894423095,13.930311312
15.05.1999,21.25,52.2983016968,94,12.444,4.341,5.156710128,2.4729548973,0.8823971146,10.818953262
16.05.1999,21.25,52.2983016968,94,10.901,2.669,1.7320635504,3.193037685,0.8773481196,10.929939498
17.05.1999,21.25,52.2983016968,94,15.402,3.515,0,2.9154324806,0.6828545183,24.67440216
18.05.1999,21.25,52.2983016968,94,16.135,6.465,0,2.2466598035,0.5961351721,25.52242014
19.05.1999,21.25,52.2983016968,94,20.529,3.778,0,1.0840239533,0.6113348292,28.07791407
20.05.1999,21.25,52.2983016968,94,22.548,7.522,0,2.5265073529,0.5514704958,28.57483026
21.05.1999,21.25,52.2983016968,94,24.848,12.933,0,4.4469577423,0.5531155565,27.118468602
22.05.1999,21.25,52.2983016968,94,24.413,13.257,1.6119,2.3690576796,0.690020301,27.344250252
23.05.1999,21.25,52.2983016968,94,16.252,7.461,2.1440519928,3.6319231095,0.6963657301,22.648724388
24.05.1999,21.25,52.2983016968,94,20.922,3.586,0,1.1089318265,0.6410538777,27.194910462
25.05.1999,21.25,52.2983016968,94,21.209,9.601,0,2.043116308,0.5827386833,23.922393984
26.05.1999,21.25,52.2983016968,94,18.671,7.813,0.5115506904,3.1673385962,0.6392575639,24.506885628
27.05.1999,21.25,52.2983016968,94,20.59,6.107,0,1.4829336226,0.6720067203,28.50688116
28.05.1999,21.25,52.2983016968,94,25.164,5.964,0,0.9409082566,0.6168632112,28.463225796
29.05.1999,21.25,52.2983016968,94,26.68,12.786,0.0720977904,2.2121512644,0.5312948919,28.613582568
30.05.1999,21.25,52.2983016968,94,27.185,14.821,2.765464884,2.5056463189,0.7003791018,22.39323516
31.05.1999,21.25,52.2983016968,94,19.267,11.951,1.347542532,2.4013642157,0.750193495,17.94374928
01.06.1999,21.25,52.2983016968,94,21.27,11.444,0.051498396,2.276274295,0.5557863915,28.534675392
02.06.1999,21.25,52.2983016968,94,20.582,10.868,0,1.3553290147,0.6595499563,19.967178672
03.06.1999,21.25,52.2983016968,94,26.707,10.882,3.75766668,2.8058462839,0.7005460504,23.991521796
04.06.1999,21.25,52.2983016968,94,24.727,13.039,1.46255346,1.6966097399,0.7146956245,28.2620331
05.06.1999,21.25,52.2983016968,94,25.211,14.277,0.906371784,1.4131540228,0.742379944,20.81857068
06.06.1999,21.25,52.2983016968,94,27.421,14.162,0,3.2657839795,0.6154430022,28.542944232
07.06.1999,21.25,52.2983016968,94,24.811,16.255,0.3604888728,2.4217177908,0.7135673219,18.506590344
08.06.1999,21.25,52.2983016968,94,29.125,15.05,0.096988644,2.5094176189,0.6444284406,19.63569078
09.06.1999,21.25,52.2983016968,94,20.453,11.801,2.61611784,2.7737957414,0.7758873184,13.453024752
10.06.1999,21.25,52.2983016968,94,20.111,13.199,0,1.8847314317,0.6109894952,8.2559241
11.06.1999,21.25,52.2983016968,94,25.712,14.089,13.7990019312,2.3936355016,0.7832453364,24.63541884
12.06.1999,21.25,52.2983016968,94,30.467,17.538,2.9251116,1.8135986962,0.7255577717,16.6520223
13.06.1999,21.25,52.2983016968,94,24.026,14.918,3.0100851,1.9976633987,0.8302227423,20.8064223
14.06.1999,21.25,52.2983016968,94,26.518,16.778,5.290601076,1.178292956,0.8557537233,19.815859692
15.06.1999,21.25,52.2983016968,94,24.191,17.446,3.937910112,1.7850892853,0.8568295925,21.4292241
16.06.1999,21.25,52.2983016968,94,24.785,17.797,6.74628912,2.5243210962,0.8423837981,18.282993138
17.06.1999,21.25,52.2983016968,94,21.623,17.069,16.1129868264,2.15576772,0.9385575883,10.8668268
18.06.1999,21.25,52.2983016968,94,21.914,15.353,2.622127248,2.969935271,0.876087162,16.56196776
19.06.1999,21.25,52.2983016968,94,26.047,14.822,0.791359056,1.889820888,0.8236057203,21.31976628
20.06.1999,21.25,52.2983016968,94,25.374,14.848,1.4711376528,1.6852040058,0.7835792662,26.802277992
21.06.1999,21.25,52.2983016968,94,24.464,14.671,6.433864776,2.3038012621,0.7776550305,25.49390733
22.06.1999,21.25,52.2983016968,94,15.473,11.714,12.00084966,4.9598221473,0.9428457512,4.75953489
23.06.1999,21.25,52.2983016968,94,11.354,9.498,10.08682812,4.893186611,0.9502057365,2.991093138
24.06.1999,21.25,52.2983016968,94,15.233,8.955,2.515698576,1.9673360958,0.8662934276,9.40606749
25.06.1999,21.25,52.2983016968,94,18.106,8.756,1.4333726736,1.7876139067,0.8119518434,26.700248628
26.06.1999,21.25,52.2983016968,94,22.333,7.973,0.024032592,1.7374104734,0.7011405182,27.486562248
27.06.1999,21.25,52.2983016968,94,25.982,13.591,0,3.3355806201,0.5523459132,29.318286672
28.06.1999,21.25,52.2983016968,94,28.632,14.638,0,2.3970857088,0.5575929743,29.533046616
29.06.1999,21.25,52.2983016968,94,23.864,14.749,0.337314888,3.0189416803,0.6946820664,22.524858432
30.06.1999,21.25,52.2983016968,94,25.012,12.753,0,1.5667423009,0.6685233541,28.599358716
01.07.1999,21.25,52.2983016968,94,26.456,12.781,0,1.4276345858,0.6037656689,28.32710418
02.07.1999,21.25,52.2983016968,94,24.243,15.555,4.185102528,2.5654796618,0.7463409977,28.126798632
03.07.1999,21.25,52.2983016968,94,25.893,13.108,0.2128599504,1.6279888225,0.7192289884,25.287243174
04.07.1999,21.25,52.2983016968,94,30.592,16.645,0,2.724283167,0.6079367855,28.36817262
05.07.1999,21.25,52.2983016968,94,33.475,19.861,1.00593594,2.635405851,0.5268337181,28.42020018
06.07.1999,21.25,52.2983016968,94,32.95,20.584,0,3.1160264022,0.5125019082,28.32537096
07.07.1999,21.25,52.2983016968,94,25.563,18.585,5.101778772,2.5831592617,0.7445569303,19.26584946
08.07.1999,21.25,52.2983016968,94,21.61,17.019,0.8651732616,3.2598332735,0.7654077926,15.818448348
09.07.1999,21.25,52.2983016968,94,25.792,15.664,2.85988212,4.3625915798,0.7737895313,15.58350666
10.07.1999,21.25,52.2983016968,94,26.223,16.447,0,4.4331782845,0.4872683727,28.955428128
11.07.1999,21.25,52.2983016968,94,27.605,15.268,0,3.6756165304,0.4544837309,29.072931822
12.07.1999,21.25,52.2983016968,94,29.82,16.963,0,3.497613219,0.4456124501,28.245315438
13.07.1999,21.25,52.2983016968,94,30.779,18.706,0.81367488,3.0790213044,0.5342155941,18.237771288
14.07.1999,21.25,52.2983016968,94,23.854,17.836,20.92723344,3.4586832424,0.9055743505,17.21784393
15.07.1999,21.25,52.2983016968,94,21.23,15.388,14.980887,3.9317794209,0.7255115985,17.071370478
16.07.1999,21.25,52.2983016968,94,21.429,11.804,0.3913884,2.0132037976,0.6344088781,20.748372264
17.07.1999,21.25,52.2983016968,94,23.969,11.822,0,1.5093732273,0.595773738,24.584622408
18.07.1999,21.25,52.2983016968,94,25.865,16.495,0.1201629888,1.5641863602,0.5616229067,15.996932478
19.07.1999,21.25,52.2983016968,94,28.57,17.98,0.298690704,2.1802080162,0.5343790855,19.853499168
20.07.1999,21.25,52.2983016968,94,30.369,14.877,0,1.425343129,0.5377435726,25.91155773
21.07.1999,21.25,52.2983016968,94,29.84,18.132,0,2.8822991265,0.5437902598,22.07592252
22.07.1999,21.25,52.2983016968,94,23.904,13.731,0.5355837504,2.6872874304,0.5797638829,18.614079828
23.07.1999,21.25,52.2983016968,94,22.829,9.92,2.7877789584,1.3539242569,0.7160156868,10.419913638
24.07.1999,21.25,52.2983016968,94,22.897,11.968,0.9544374,2.3882071483,0.7815537736,16.414307028
25.07.1999,21.25,52.2983016968,94,25.064,12.327,0,2.3268533402,0.6919736898,25.485522228
26.07.1999,21.25,52.2983016968,94,27.796,11.388,0,1.7824998552,0.6569418349,25.557416136
27.07.1999,21.25,52.2983016968,94,24.861,16.092,0.0068664528,2.8112271743,0.5731613156,18.056027304
28.07.1999,21.25,52.2983016968,94,24.262,14.518,0.322723296,2.635321782,0.5677829826,18.406294848
29.07.1999,21.25,52.2983016968,94,24.28,15.743,0,3.036748026,0.4503398972,21.59049132
30.07.1999,21.25,52.2983016968,94,26.559,13.38,0,3.5018412013,0.4670317596,26.61260868
31.07.1999,21.25,52.2983016968,94,27.426,15.604,0,3.7614744736,0.3877893355,26.15737725
01.08.1999,21.25,52.2983016968,94,26.089,14.994,0,3.0520861205,0.3954569123,25.316380116
02.08.1999,21.25,52.2983016968,94,27.089,12.979,0,2.4232516558,0.4145929272,22.05551439
03.08.1999,21.25,52.2983016968,94,29.528,10.133,0,1.1563741416,0.4595253642,21.55212522
04.08.1999,21.25,52.2983016968,94,30.235,8.245,0,1.0883824691,0.4635253865,19.62607815
05.08.1999,21.25,52.2983016968,94,30.649,16.845,0,1.3316450163,0.3684752046,19.66218489
06.08.1999,21.25,52.2983016968,94,29.827,16.999,0,1.8392900333,0.4576783135,16.16461731
07.08.1999,21.25,52.2983016968,94,30.022,15.096,0,2.0595714856,0.4833628309,23.57150724
08.08.1999,21.25,52.2983016968,94,26.144,14.456,10.179519264,1.8314615111,0.7389516751,16.166424708
09.08.1999,21.25,52.2983016968,94,31.609,17.791,0.212860152,2.9478760344,0.6080850739,16.92309474
10.08.1999,21.25,52.2983016968,94,29.931,13.615,6.21414396,2.0021455552,0.6973954987,16.166528352
11.08.1999,21.25,52.2983016968,94,25.634,16.031,12.5003862,3.0013809723,0.8394547077,14.181244074
12.08.1999,21.25,52.2983016968,94,23.408,14.757,0,3.1315713564,0.5792976133,19.24751637
13.08.1999,21.25,52.2983016968,94,21.296,13.009,0.236892816,2.8238294603,0.6381066673,10.55846115
14.08.1999,21.25,52.2983016968,94,20.607,8.976,0.381087936,3.0857682677,0.7308089903,14.94972972
15.08.1999,21.25,52.2983016968,94,21.579,9.56,0.7965086688,3.0583301682,0.6843800632,11.019877848
16.08.1999,21.25,52.2983016968,94,20.673,13.483,0,3.8833054664,0.5038664587,12.842881992
17.08.1999,21.25,52.2983016968,94,19.84,12.893,7.9599446064,2.1848049311,0.7945646206,14.799714012
18.08.1999,21.25,52.2983016968,94,23.304,11.654,0.2231599104,2.9991456857,0.5951780273,22.740190632
19.08.1999,21.25,52.2983016968,94,23.54,15.072,5.23910592,4.2573551194,0.6696891883,14.050574496
20.08.1999,21.25,52.2983016968,94,24.091,14.437,0,3.5561464456,0.4700959672,19.746733032
21.08.1999,21.25,52.2983016968,94,19.674,13.354,1.5174869184,3.3300994002,0.7034184775,7.7457402
22.08.1999,21.25,52.2983016968,94,20.257,11.804,0.7072452144,2.5874977373,0.7078036506,14.28428448
23.08.1999,21.25,52.2983016968,94,22.098,9.855,0.0137329056,1.7151840564,0.5793745083,21.11507226
24.08.1999,21.25,52.2983016968,94,20.003,11.917,0,1.3149433002,0.6023629419,6.192394632
25.08.1999,21.25,52.2983016968,94,22.098,9.45,0.08583066,2.075355453,0.6123949707,22.30240005
26.08.1999,21.25,52.2983016968,94,22.488,9.835,0,3.0253297151,0.5304736783,22.216779
27.08.1999,21.25,52.2983016968,94,24.034,12.053,0,3.3152233266,0.4644838747,17.97834465
28.08.1999,21.25,52.2983016968,94,25.146,13.397,1.3080598992,1.9906111428,0.6366677934,10.822164282
29.08.1999,21.25,52.2983016968,94,22.142,11.024,0.278091612,2.3415777908,0.7162350578,19.57612671
30.08.1999,21.25,52.2983016968,94,24.032,10.689,0.151061832,1.3053109593,0.6903020019,17.630602362
31.08.1999,21.25,52.2983016968,94,23.465,14.36,0.5613327648,1.3948254641,0.6007207345,10.795729536
01.09.1999,21.25,52.2983016968,94,17.837,12.509,12.320136,2.9340791595,0.8528412038,8.85774942
02.09.1999,21.25,52.2983016968,94,17.223,12.89,7.772829552,3.7197735157,0.8993204104,5.353318458
03.09.1999,21.25,52.2983016968,94,24.079,13.515,0.36735606,2.7897687094,0.6971475466,15.272149032
04.09.1999,21.25,52.2983016968,94,23.445,9.709,0,3.4902241126,0.5028856796,20.621753352
05.09.1999,21.25,52.2983016968,94,24.68,10.838,0,2.8752936706,0.4896464842,20.03529492
06.09.1999,21.25,52.2983016968,94,24.279,12.053,0,2.5042408256,0.4814565801,19.7107875
07.09.1999,21.25,52.2983016968,94,25.973,11.74,0,2.2865897072,0.4818647608,19.417895712
08.09.1999,21.25,52.2983016968,94,27.026,10.138,0,1.9517212096,0.5301964784,18.9655821
09.09.1999,21.25,52.2983016968,94,27.112,14.694,0,2.8265164548,0.5126615546,18.65014074
10.09.1999,21.25,52.2983016968,94,25.759,13.05,0,2.5824200931,0.5889376698,18.49725
11.09.1999,21.25,52.2983016968,94,25.073,12.529,0,2.4495578383,0.5971906681,18.529366248
12.09.1999,21.25,52.2983016968,94,22.28,9.28,0,2.4372069447,0.4506800324,18.744413472
13.09.1999,21.25,52.2983016968,94,19.548,7.432,0,2.9328501396,0.5058237808,18.4371237
14.09.1999,21.25,52.2983016968,94,18.212,3.005,0,1.8775907139,0.5633110508,18.58995306
15.09.1999,21.25,52.2983016968,94,18.667,-0.569,0,1.4535620791,0.5739673711,18.475137792
16.09.1999,21.25,52.2983016968,94,18.088,3.552,0,2.2342175939,0.5000913686,16.878658968
17.09.1999,21.25,52.2983016968,94,19.685,5.305,0,2.3554451643,0.5167065738,14.42148858
